IncidentID,Hour,Weather,RoadType,TrafficDensity,VisibilityKm,AverageSpeed,VehicleCount,Weekend,RoadCondition,Incident
TRF-01500,20,Fog,Industrial,92,12.4,48,864,Yes,Good,Incident
TRF-01501,23,Clear,Urban,83,11.9,33,534,No,Poor,Incident
TRF-01502,16,Clear,Residential,45,2.9,73,125,No,Fair,No Incident
TRF-01503,9,Clear,Urban,10,8.2,68,505,No,Fair,No Incident
TRF-01504,3,Clear,Residential,8,2.5,34,117,No,Fair,No Incident
TRF-01505,17,Rain,Urban,34,12.5,31,636,Yes,Good,No Incident
TRF-01506,20,Clear,Residential,96,7.2,27,562,Yes,Good,No Incident
TRF-01507,23,Fog,Urban,65,13.2,80,385,No,Fair,Incident
TRF-01508,5,Clear,Highway,91,5.1,57,550,Yes,Poor,No Incident
TRF-01509,14,Clear,Urban,84,3.9,98,246,Yes,Good,Incident
TRF-01510,1,Clear,Urban,12,12.7,40,380,No,Good,No Incident
TRF-01511,22,Clear,Residential,78,2.0,35,957,No,Fair,Incident
TRF-01512,2,Clear,Residential,38,5.0,27,224,No,Poor,No Incident
TRF-01513,18,Clear,Urban,66,8.0,26,694,Yes,Poor,Incident
TRF-01514,18,Clear,Urban,83,1.0,27,168,No,Poor,Incident
TRF-01515,11,Clear,Urban,53,11.1,94,682,No,Fair,No Incident
TRF-01516,20,Clear,Residential,16,10.0,50,80,No,Good,No Incident
TRF-01517,1,Clear,Residential,72,14.3,41,767,No,Good,No Incident
TRF-01518,21,Rain,Urban,50,1.6,53,557,Yes,Good,No Incident
TRF-01519,8,Rain,Urban,31,8.7,34,502,No,Poor,Incident
TRF-01520,18,Clear,Residential,58,13.1,49,541,No,Good,No Incident
TRF-01521,2,Clear,Urban,28,9.2,64,640,Yes,Good,No Incident
TRF-01522,21,Clear,Highway,32,8.9,78,215,Yes,Poor,No Incident
TRF-01523,3,Clear,Urban,65,7.0,20,346,No,Good,No Incident
TRF-01524,22,Storm,Highway,84,9.2,69,740,No,Fair,Incident
TRF-01525,7,Clear,Highway,34,4.1,41,377,Yes,Good,No Incident
TRF-01526,12,Fog,Residential,58,12.3,76,169,No,Fair,Incident
TRF-01527,16,Clear,Residential,84,12.2,45,366,No,Fair,No Incident
TRF-01528,15,Fog,Highway,86,13.5,87,717,No,Poor,Incident
TRF-01529,13,Storm,Highway,77,13.8,99,986,No,Good,Incident
TRF-01530,22,Rain,Highway,71,4.3,93,348,Yes,Fair,No Incident
TRF-01531,14,Fog,Highway,86,10.7,60,801,Yes,Fair,Incident
TRF-01532,12,Fog,Residential,42,4.2,57,836,No,Good,Incident
TRF-01533,1,Clear,Highway,42,6.5,57,901,No,Good,No Incident
TRF-01534,5,Clear,Highway,16,10.9,53,639,No,Fair,No Incident
TRF-01535,11,Storm,Residential,16,5.7,25,65,No,Good,No Incident
TRF-01536,22,Rain,Residential,66,9.3,73,803,No,Fair,No Incident
TRF-01537,12,Fog,Residential,31,9.6,91,812,No,Good,Incident
TRF-01538,1,Clear,Industrial,36,4.5,68,569,No,Poor,No Incident
TRF-01539,4,Rain,Urban,46,5.3,25,672,Yes,Good,Incident
TRF-01540,14,Rain,Residential,48,5.4,52,476,No,Good,No Incident
TRF-01541,3,Rain,Industrial,14,4.0,46,167,No,Good,No Incident
TRF-01542,22,Storm,Industrial,13,9.0,97,636,No,Poor,Incident
TRF-01543,4,Storm,Highway,6,3.8,20,371,Yes,Good,Incident
TRF-01544,17,Fog,Residential,79,14.5,78,286,Yes,Good,Incident
TRF-01545,18,Clear,Residential,4,6.8,86,207,No,Poor,Incident
TRF-01546,14,Clear,Residential,83,7.6,60,62,No,Fair,No Incident
TRF-01547,13,Clear,Highway,84,13.0,52,480,No,Fair,No Incident
TRF-01548,11,Clear,Residential,98,7.3,48,882,Yes,Good,No Incident
TRF-01549,4,Rain,Residential,30,3.5,63,513,Yes,Fair,No Incident
TRF-01550,6,Clear,Highway,61,3.0,79,944,No,Fair,Incident
TRF-01551,10,Clear,Highway,12,10.1,60,284,No,Good,No Incident
TRF-01552,13,Storm,Urban,23,6.8,82,402,Yes,Good,Incident
TRF-01553,20,Clear,Residential,7,12.8,34,129,Yes,Good,No Incident
TRF-01554,17,Fog,Industrial,91,1.5,40,668,No,Good,Incident
TRF-01555,23,Rain,Urban,27,3.7,60,958,Yes,Good,No Incident
TRF-01556,13,Clear,Industrial,2,12.6,90,362,No,Good,No Incident
TRF-01557,10,Clear,Residential,42,9.5,98,818,No,Fair,Incident
TRF-01558,18,Rain,Urban,42,11.2,88,861,No,Fair,Incident
TRF-01559,11,Clear,Industrial,92,5.8,80,179,Yes,Good,Incident
TRF-01560,23,Storm,Highway,39,3.9,100,939,No,Good,Incident
TRF-01561,13,Fog,Urban,64,7.9,23,763,No,Poor,Incident
TRF-01562,15,Clear,Urban,56,1.1,21,552,No,Poor,No Incident
TRF-01563,22,Rain,Highway,70,14.8,35,876,Yes,Poor,No Incident
TRF-01564,16,Clear,Urban,35,2.6,49,845,No,Good,No Incident
TRF-01565,8,Clear,Residential,4,13.4,78,552,No,Good,No Incident
TRF-01566,20,Rain,Highway,46,3.0,22,767,Yes,Good,Incident
TRF-01567,22,Clear,Residential,44,4.3,33,921,No,Good,No Incident
TRF-01568,13,Clear,Residential,68,7.1,83,360,No,Good,No Incident
TRF-01569,20,Storm,Industrial,83,6.3,48,571,Yes,Good,Incident
TRF-01570,6,Clear,Residential,54,14.4,62,936,Yes,Fair,No Incident
TRF-01571,11,Clear,Residential,37,8.1,35,256,No,Fair,No Incident
TRF-01572,19,Clear,Residential,2,3.8,57,292,No,Fair,No Incident
TRF-01573,4,Clear,Highway,49,13.8,71,464,Yes,Good,No Incident
TRF-01574,19,Clear,Urban,16,11.6,35,987,No,Fair,Incident
TRF-01575,22,Storm,Industrial,12,10.5,86,137,Yes,Good,Incident
TRF-01576,23,Clear,Industrial,3,1.6,56,167,Yes,Poor,No Incident
TRF-01577,3,Clear,Urban,79,3.1,85,652,Yes,Good,Incident
TRF-01578,0,Clear,Urban,96,13.4,36,269,No,Fair,No Incident
TRF-01579,8,Clear,Urban,50,1.3,43,979,No,Good,Incident
TRF-01580,12,Clear,Urban,30,5.1,22,304,No,Fair,No Incident
TRF-01581,12,Clear,Urban,58,5.2,44,989,No,Good,No Incident
TRF-01582,1,Rain,Highway,87,14.5,33,98,No,Poor,Incident
TRF-01583,15,Fog,Urban,88,3.6,68,154,No,Good,Incident
TRF-01584,11,Clear,Highway,55,5.3,80,448,Yes,Fair,No Incident
TRF-01585,8,Clear,Highway,26,10.8,32,197,No,Poor,No Incident
TRF-01586,11,Clear,Highway,57,4.3,42,966,No,Fair,No Incident
TRF-01587,13,Rain,Urban,51,4.6,26,735,Yes,Poor,No Incident
TRF-01588,5,Fog,Urban,20,14.6,95,238,No,Poor,Incident
TRF-01589,18,Clear,Urban,2,11.0,87,141,Yes,Poor,Incident
TRF-01590,23,Rain,Highway,9,2.5,92,61,Yes,Fair,Incident
TRF-01591,8,Fog,Residential,82,11.6,72,967,Yes,Good,Incident
TRF-01592,17,Rain,Residential,52,1.9,54,175,No,Good,Incident
TRF-01593,1,Clear,Urban,63,2.3,63,587,Yes,Fair,Incident
TRF-01594,9,Clear,Highway,23,10.2,76,933,No,Fair,Incident
TRF-01595,13,Clear,Residential,71,6.8,31,860,No,Good,No Incident
TRF-01596,19,Clear,Residential,98,14.7,83,304,No,Poor,Incident
TRF-01597,7,Clear,Urban,49,10.3,39,572,No,Fair,No Incident
TRF-01598,5,Clear,Residential,75,3.2,77,787,No,Good,Incident
TRF-01599,20,Clear,Highway,86,7.0,43,833,Yes,Good,No Incident
TRF-01600,6,Clear,Urban,11,9.9,45,309,No,Fair,No Incident
TRF-01601,5,Rain,Urban,37,9.1,93,56,No,Fair,No Incident
TRF-01602,18,Storm,Urban,34,13.2,67,369,No,Poor,No Incident
TRF-01603,2,Fog,Urban,89,12.9,60,799,No,Good,Incident
TRF-01604,16,Clear,Urban,71,10.1,42,568,No,Poor,No Incident
TRF-01605,11,Fog,Highway,57,7.2,78,252,Yes,Poor,Incident
TRF-01606,18,Clear,Urban,69,6.0,94,512,No,Fair,No Incident
TRF-01607,20,Clear,Residential,34,6.4,72,541,No,Good,No Incident
TRF-01608,9,Clear,Urban,62,13.9,41,330,No,Fair,No Incident
TRF-01609,5,Clear,Urban,7,3.2,32,406,Yes,Fair,No Incident
TRF-01610,4,Clear,Urban,95,9.4,67,747,No,Fair,No Incident
TRF-01611,17,Fog,Residential,16,6.6,89,274,No,Good,Incident
TRF-01612,10,Rain,Highway,6,10.8,76,804,No,Good,No Incident
TRF-01613,19,Storm,Residential,65,3.0,29,252,Yes,Poor,Incident
TRF-01614,17,Rain,Urban,89,14.5,40,439,Yes,Good,Incident
TRF-01615,23,Storm,Highway,34,13.7,88,566,No,Good,Incident
TRF-01616,20,Clear,Urban,59,5.8,67,330,Yes,Poor,No Incident
TRF-01617,21,Rain,Urban,45,4.0,39,537,No,Good,No Incident
TRF-01618,21,Storm,Industrial,82,3.8,28,325,No,Poor,Incident
TRF-01619,21,Fog,Residential,4,12.7,95,758,Yes,Good,Incident
TRF-01620,23,Clear,Residential,9,3.1,86,324,No,Good,Incident
TRF-01621,9,Clear,Industrial,64,4.9,47,322,Yes,Good,No Incident
TRF-01622,7,Rain,Urban,12,8.9,36,269,No,Good,No Incident
TRF-01623,14,Clear,Highway,53,12.1,37,291,No,Poor,Incident
TRF-01624,20,Clear,Highway,82,12.3,38,347,Yes,Good,No Incident
TRF-01625,4,Storm,Residential,63,11.4,66,942,No,Good,No Incident
TRF-01626,23,Clear,Urban,71,9.5,66,541,Yes,Fair,No Incident
TRF-01627,7,Clear,Residential,78,6.2,57,699,No,Good,No Incident
TRF-01628,6,Rain,Urban,30,8.4,82,64,No,Poor,Incident
TRF-01629,9,Fog,Highway,16,10.1,56,895,No,Good,Incident
TRF-01630,0,Clear,Urban,41,3.3,48,249,No,Fair,No Incident
TRF-01631,9,Rain,Highway,41,12.6,31,191,No,Fair,No Incident
TRF-01632,3,Clear,Highway,78,9.6,45,642,Yes,Good,No Incident
TRF-01633,19,Rain,Urban,69,2.8,96,906,No,Good,Incident
TRF-01634,18,Clear,Industrial,75,12.5,58,68,Yes,Fair,No Incident
TRF-01635,15,Clear,Industrial,82,8.7,66,818,No,Fair,No Incident
TRF-01636,19,Clear,Residential,74,9.1,46,514,No,Good,No Incident
TRF-01637,3,Clear,Residential,83,1.2,47,77,No,Fair,Incident
TRF-01638,6,Clear,Urban,97,7.0,53,805,No,Good,Incident
TRF-01639,21,Clear,Residential,94,6.1,54,634,No,Poor,No Incident
TRF-01640,22,Rain,Urban,87,1.7,95,356,No,Poor,Incident
TRF-01641,6,Rain,Residential,46,2.6,70,679,No,Good,No Incident
TRF-01642,5,Clear,Residential,60,13.8,35,697,No,Fair,No Incident
TRF-01643,2,Rain,Residential,7,6.9,60,289,No,Fair,No Incident
TRF-01644,17,Clear,Urban,83,6.1,96,415,Yes,Fair,Incident
TRF-01645,15,Rain,Urban,36,10.4,72,905,No,Poor,No Incident
TRF-01646,4,Rain,Residential,76,12.1,73,706,No,Good,No Incident
TRF-01647,14,Clear,Industrial,53,6.9,21,499,No,Good,No Incident
TRF-01648,18,Rain,Residential,58,14.4,26,804,No,Good,Incident
TRF-01649,7,Clear,Urban,6,2.8,56,475,No,Fair,Incident
TRF-01650,1,Fog,Highway,18,7.2,42,103,Yes,Poor,Incident
TRF-01651,5,Fog,Urban,91,13.4,28,883,No,Poor,Incident
TRF-01652,14,Clear,Highway,65,9.0,63,345,Yes,Poor,No Incident
TRF-01653,12,Rain,Residential,36,10.9,88,287,No,Good,No Incident
TRF-01654,8,Clear,Industrial,62,1.7,42,889,No,Good,No Incident
TRF-01655,13,Rain,Urban,24,13.7,98,518,Yes,Fair,No Incident
TRF-01656,15,Storm,Residential,19,1.3,31,112,No,Good,Incident
TRF-01657,22,Rain,Highway,70,11.9,95,909,Yes,Poor,Incident
TRF-01658,21,Clear,Highway,79,4.5,100,526,No,Fair,Incident
TRF-01659,16,Clear,Residential,83,5.5,38,997,No,Good,No Incident
TRF-01660,7,Storm,Residential,79,5.0,47,838,No,Fair,Incident
TRF-01661,9,Clear,Residential,47,1.6,60,695,No,Fair,No Incident
TRF-01662,22,Clear,Highway,83,11.8,87,136,No,Fair,Incident
TRF-01663,7,Clear,Highway,4,2.7,66,546,No,Good,No Incident
TRF-01664,10,Rain,Residential,60,8.1,25,779,No,Poor,No Incident
TRF-01665,23,Clear,Residential,66,14.3,36,582,No,Good,No Incident
TRF-01666,9,Clear,Urban,96,9.0,26,521,No,Good,No Incident
TRF-01667,18,Rain,Urban,10,6.8,55,820,Yes,Fair,No Incident
TRF-01668,4,Clear,Urban,19,6.0,83,944,No,Good,No Incident
TRF-01669,9,Clear,Highway,33,2.8,49,141,No,Poor,No Incident
TRF-01670,1,Rain,Urban,93,8.2,43,228,No,Fair,Incident
TRF-01671,20,Clear,Urban,4,9.2,99,253,No,Good,No Incident
TRF-01672,1,Clear,Highway,22,1.3,58,186,Yes,Good,No Incident
TRF-01673,19,Rain,Highway,75,4.0,95,858,Yes,Fair,Incident
TRF-01674,20,Clear,Urban,37,5.0,87,300,No,Poor,No Incident
TRF-01675,3,Clear,Highway,66,11.2,65,505,No,Poor,No Incident
TRF-01676,0,Storm,Urban,9,5.9,100,93,No,Fair,No Incident
TRF-01677,23,Rain,Highway,97,7.2,87,730,Yes,Good,Incident
TRF-01678,15,Clear,Urban,31,5.7,61,524,No,Fair,No Incident
TRF-01679,13,Clear,Urban,11,10.6,47,289,No,Good,No Incident
TRF-01680,14,Rain,Highway,5,4.9,77,65,No,Fair,No Incident
TRF-01681,18,Rain,Industrial,34,13.7,52,889,No,Good,No Incident
TRF-01682,14,Clear,Highway,55,1.4,69,213,No,Fair,No Incident
TRF-01683,18,Clear,Industrial,70,9.4,20,735,No,Good,No Incident
TRF-01684,11,Clear,Urban,45,13.1,81,757,Yes,Good,No Incident
TRF-01685,0,Fog,Urban,29,9.3,50,60,No,Fair,No Incident
TRF-01686,1,Rain,Residential,60,14.7,79,120,No,Fair,No Incident
TRF-01687,18,Fog,Urban,55,11.5,33,503,Yes,Poor,Incident
TRF-01688,4,Rain,Urban,77,9.0,83,372,Yes,Good,Incident
TRF-01689,2,Fog,Highway,35,1.1,53,302,Yes,Good,No Incident
TRF-01690,16,Storm,Industrial,18,6.1,21,714,No,Fair,Incident
TRF-01691,3,Rain,Highway,36,2.1,97,80,No,Good,Incident
TRF-01692,21,Clear,Industrial,91,13.7,57,635,No,Poor,No Incident
TRF-01693,7,Clear,Urban,88,13.1,27,438,No,Fair,No Incident
TRF-01694,11,Rain,Residential,26,5.3,81,346,No,Good,No Incident
TRF-01695,10,Storm,Residential,44,8.2,58,443,No,Good,No Incident
TRF-01696,9,Clear,Residential,56,2.8,29,528,No,Good,No Incident
TRF-01697,14,Rain,Residential,88,7.0,38,866,No,Fair,No Incident
TRF-01698,20,Clear,Highway,96,12.5,83,718,Yes,Good,Incident
TRF-01699,5,Rain,Urban,70,12.3,80,802,No,Good,Incident
TRF-01700,0,Clear,Highway,28,1.3,45,813,Yes,Good,No Incident
TRF-01701,17,Clear,Highway,31,2.3,64,60,No,Fair,Incident
TRF-01702,14,Fog,Urban,86,6.8,68,107,No,Good,No Incident
TRF-01703,10,Rain,Urban,22,6.7,69,625,No,Good,No Incident
TRF-01704,23,Rain,Industrial,97,5.7,84,134,Yes,Fair,No Incident
TRF-01705,8,Clear,Highway,75,5.5,42,270,No,Good,No Incident
TRF-01706,10,Fog,Highway,79,7.9,91,307,Yes,Fair,Incident
TRF-01707,20,Clear,Residential,91,12.7,96,335,Yes,Good,No Incident
TRF-01708,7,Clear,Urban,93,6.3,59,377,No,Good,Incident
TRF-01709,23,Clear,Highway,8,4.2,75,201,No,Good,No Incident
TRF-01710,8,Clear,Highway,99,13.1,35,838,No,Good,No Incident
TRF-01711,17,Rain,Industrial,35,13.4,40,277,No,Fair,No Incident
TRF-01712,13,Storm,Highway,21,14.9,33,671,No,Fair,No Incident
TRF-01713,18,Clear,Urban,69,3.4,81,890,No,Good,Incident
TRF-01714,21,Clear,Residential,84,9.5,33,788,Yes,Fair,Incident
TRF-01715,3,Clear,Industrial,74,3.3,72,364,No,Fair,Incident
TRF-01716,17,Rain,Industrial,7,13.7,41,157,No,Good,No Incident
TRF-01717,10,Clear,Highway,80,7.6,20,578,No,Good,No Incident
TRF-01718,8,Rain,Highway,25,14.3,36,685,No,Poor,Incident
TRF-01719,18,Clear,Residential,81,8.4,97,542,No,Good,Incident
TRF-01720,9,Rain,Residential,9,9.2,86,407,No,Fair,Incident
TRF-01721,3,Rain,Urban,4,12.8,76,895,No,Fair,No Incident
TRF-01722,15,Clear,Highway,80,1.7,63,475,No,Fair,Incident
TRF-01723,22,Clear,Highway,28,1.3,67,858,No,Poor,Incident
TRF-01724,15,Rain,Urban,24,10.0,40,228,No,Fair,No Incident
TRF-01725,7,Rain,Urban,32,9.0,33,405,No,Good,No Incident
TRF-01726,2,Clear,Residential,39,9.2,47,310,No,Good,No Incident
TRF-01727,6,Clear,Urban,83,4.0,59,996,No,Fair,No Incident
TRF-01728,13,Rain,Urban,1,13.6,45,591,No,Fair,No Incident
TRF-01729,6,Clear,Urban,22,9.1,22,666,No,Poor,No Incident
TRF-01730,17,Rain,Urban,65,6.6,58,214,No,Good,No Incident
TRF-01731,8,Clear,Urban,71,12.5,50,155,No,Good,No Incident
TRF-01732,3,Rain,Urban,60,7.1,68,277,No,Fair,No Incident
TRF-01733,15,Storm,Industrial,97,7.2,45,791,Yes,Good,Incident
TRF-01734,18,Clear,Industrial,71,8.8,92,269,Yes,Fair,No Incident
TRF-01735,21,Storm,Urban,28,4.8,85,676,Yes,Fair,Incident
TRF-01736,3,Fog,Residential,73,13.0,65,692,No,Fair,No Incident
TRF-01737,19,Clear,Residential,53,5.9,56,379,Yes,Fair,No Incident
TRF-01738,2,Clear,Highway,7,7.8,36,64,No,Poor,No Incident
TRF-01739,22,Fog,Urban,30,14.2,93,853,Yes,Good,Incident
TRF-01740,13,Rain,Residential,54,10.1,53,712,No,Fair,No Incident
TRF-01741,3,Clear,Urban,93,7.5,71,183,No,Good,No Incident
TRF-01742,18,Clear,Urban,79,2.3,36,102,No,Good,No Incident
TRF-01743,19,Clear,Urban,26,5.9,94,241,No,Fair,No Incident
TRF-01744,14,Clear,Urban,79,14.2,99,352,No,Fair,Incident
TRF-01745,10,Clear,Highway,15,9.3,22,126,Yes,Fair,No Incident
TRF-01746,14,Clear,Urban,71,3.3,88,948,Yes,Good,Incident
TRF-01747,18,Rain,Urban,89,2.0,83,722,No,Fair,Incident
TRF-01748,2,Rain,Residential,96,9.9,80,606,No,Poor,Incident
TRF-01749,0,Clear,Highway,39,2.7,37,691,No,Good,No Incident
TRF-01750,13,Rain,Residential,65,13.8,79,122,No,Good,No Incident
TRF-01751,20,Clear,Highway,64,11.5,29,992,No,Good,No Incident
TRF-01752,12,Clear,Highway,81,12.6,90,507,No,Good,Incident
TRF-01753,0,Clear,Urban,52,12.9,54,712,Yes,Good,No Incident
TRF-01754,0,Clear,Urban,46,9.9,85,552,No,Good,Incident
TRF-01755,14,Clear,Urban,10,9.8,40,199,Yes,Fair,No Incident
TRF-01756,18,Rain,Highway,53,11.0,30,458,No,Fair,No Incident
TRF-01757,12,Clear,Urban,27,4.6,72,111,No,Fair,No Incident
TRF-01758,5,Clear,Residential,4,14.5,84,323,No,Good,No Incident
TRF-01759,6,Fog,Highway,36,4.6,36,297,No,Good,No Incident
TRF-01760,11,Storm,Highway,47,9.6,97,435,No,Good,Incident
TRF-01761,3,Clear,Urban,17,3.3,44,154,No,Good,No Incident
TRF-01762,10,Rain,Highway,12,7.1,78,396,No,Good,Incident
TRF-01763,3,Clear,Residential,85,3.9,67,779,No,Good,Incident
TRF-01764,16,Clear,Urban,51,11.6,56,270,Yes,Poor,No Incident
TRF-01765,17,Clear,Urban,1,6.9,30,529,No,Fair,No Incident
TRF-01766,20,Clear,Urban,22,6.5,54,191,No,Poor,No Incident
TRF-01767,4,Storm,Urban,62,5.1,77,252,No,Fair,No Incident
TRF-01768,18,Clear,Urban,1,7.6,55,204,No,Good,No Incident
TRF-01769,19,Clear,Highway,26,9.1,69,473,No,Fair,Incident
TRF-01770,5,Rain,Residential,54,12.5,28,531,No,Fair,No Incident
TRF-01771,21,Rain,Residential,73,14.9,85,671,Yes,Good,No Incident
TRF-01772,5,Fog,Highway,60,1.6,68,572,No,Fair,Incident
TRF-01773,6,Clear,Highway,45,9.9,53,919,No,Fair,No Incident
TRF-01774,10,Clear,Highway,100,3.9,95,860,Yes,Good,Incident
TRF-01775,19,Clear,Highway,56,1.6,72,184,No,Fair,Incident
TRF-01776,8,Rain,Highway,97,5.9,51,468,No,Good,Incident
TRF-01777,19,Rain,Urban,57,12.0,93,109,Yes,Fair,Incident
TRF-01778,17,Clear,Urban,59,11.7,83,132,Yes,Good,No Incident
TRF-01779,13,Clear,Highway,69,3.9,21,837,No,Good,Incident
TRF-01780,13,Clear,Residential,66,2.5,85,162,Yes,Good,No Incident
TRF-01781,11,Fog,Urban,91,13.4,57,469,Yes,Good,Incident
TRF-01782,10,Clear,Urban,83,7.1,91,517,No,Fair,Incident
TRF-01783,7,Clear,Urban,25,6.2,85,894,No,Fair,Incident
TRF-01784,14,Fog,Urban,67,1.0,48,62,No,Fair,No Incident
TRF-01785,1,Fog,Highway,4,1.3,61,396,Yes,Good,Incident
TRF-01786,9,Rain,Urban,1,7.4,57,208,Yes,Good,No Incident
TRF-01787,10,Rain,Urban,70,5.6,49,273,No,Poor,Incident
TRF-01788,20,Clear,Urban,49,11.0,72,147,No,Fair,No Incident
TRF-01789,21,Rain,Urban,6,7.1,52,92,No,Good,No Incident
TRF-01790,17,Clear,Highway,70,6.7,25,372,No,Good,No Incident
TRF-01791,4,Clear,Residential,29,7.9,81,526,No,Fair,Incident
TRF-01792,19,Rain,Highway,49,2.4,82,666,Yes,Good,Incident
TRF-01793,18,Fog,Urban,41,2.4,65,781,No,Fair,Incident
TRF-01794,23,Fog,Urban,59,6.0,35,167,Yes,Fair,Incident
TRF-01795,14,Clear,Urban,73,1.3,21,396,No,Fair,No Incident
TRF-01796,16,Clear,Highway,99,1.2,66,600,No,Good,Incident
TRF-01797,7,Storm,Residential,42,10.7,49,936,Yes,Fair,Incident
TRF-01798,15,Fog,Highway,35,3.2,34,116,Yes,Good,Incident
TRF-01799,12,Clear,Residential,45,5.1,82,755,No,Good,No Incident
TRF-01800,18,Clear,Urban,12,10.0,51,845,Yes,Good,No Incident
TRF-01801,1,Clear,Highway,70,11.4,33,569,No,Good,No Incident
TRF-01802,15,Clear,Highway,35,11.1,91,443,No,Good,No Incident
TRF-01803,14,Clear,Urban,28,15.0,49,945,No,Poor,No Incident
TRF-01804,22,Clear,Residential,13,14.1,79,125,No,Poor,Incident
TRF-01805,23,Clear,Urban,8,3.1,35,79,Yes,Fair,No Incident
TRF-01806,9,Clear,Urban,16,13.7,26,179,Yes,Fair,No Incident
TRF-01807,12,Clear,Residential,20,11.4,87,218,No,Fair,No Incident
TRF-01808,8,Clear,Highway,77,5.0,62,772,No,Good,No Incident
TRF-01809,1,Clear,Industrial,62,9.5,82,719,No,Good,No Incident
TRF-01810,2,Storm,Highway,70,13.2,36,406,Yes,Fair,No Incident
TRF-01811,2,Clear,Residential,77,7.1,65,731,No,Good,No Incident
TRF-01812,22,Clear,Urban,35,6.2,30,233,No,Fair,No Incident
TRF-01813,9,Fog,Urban,96,13.9,68,808,No,Poor,Incident
TRF-01814,1,Clear,Residential,74,3.6,81,765,No,Good,Incident
TRF-01815,6,Clear,Urban,41,8.9,97,224,No,Good,No Incident
TRF-01816,21,Fog,Residential,100,7.9,29,305,Yes,Good,No Incident
TRF-01817,17,Fog,Urban,27,13.8,33,573,No,Good,No Incident
TRF-01818,8,Clear,Urban,97,2.1,58,693,Yes,Good,Incident
TRF-01819,8,Storm,Urban,22,14.3,64,443,Yes,Good,No Incident
TRF-01820,23,Clear,Highway,56,5.7,98,728,No,Poor,No Incident
TRF-01821,10,Fog,Highway,35,6.2,57,474,No,Fair,No Incident
TRF-01822,3,Fog,Highway,46,14.6,57,476,Yes,Good,Incident
TRF-01823,16,Clear,Residential,76,11.6,86,893,No,Fair,No Incident
TRF-01824,5,Clear,Residential,58,10.6,30,722,Yes,Good,No Incident
TRF-01825,15,Clear,Urban,33,10.3,20,233,No,Fair,No Incident
TRF-01826,18,Clear,Residential,55,1.7,34,560,Yes,Fair,Incident
TRF-01827,13,Clear,Highway,43,7.3,61,903,No,Good,No Incident
TRF-01828,9,Clear,Urban,27,1.5,30,865,No,Good,Incident
TRF-01829,14,Clear,Residential,64,14.4,34,736,Yes,Good,No Incident
TRF-01830,10,Clear,Urban,78,11.1,66,893,No,Good,No Incident
TRF-01831,14,Fog,Residential,58,7.6,92,471,No,Poor,Incident
TRF-01832,4,Clear,Highway,80,1.5,66,176,No,Fair,Incident
TRF-01833,18,Clear,Urban,35,6.8,93,526,No,Fair,Incident
TRF-01834,3,Clear,Residential,59,1.2,49,769,Yes,Fair,Incident
TRF-01835,6,Clear,Urban,61,3.1,32,171,Yes,Fair,No Incident
TRF-01836,20,Rain,Residential,57,1.2,63,719,No,Fair,Incident
TRF-01837,12,Clear,Highway,84,2.4,61,718,No,Good,Incident
TRF-01838,14,Clear,Urban,86,3.6,29,473,No,Good,Incident
TRF-01839,16,Rain,Urban,100,10.5,83,840,No,Good,Incident
TRF-01840,18,Rain,Urban,13,2.7,83,200,No,Fair,Incident
TRF-01841,1,Clear,Urban,32,5.2,52,226,No,Good,No Incident
TRF-01842,8,Clear,Highway,17,8.1,52,803,No,Fair,No Incident
TRF-01843,17,Clear,Highway,46,11.1,70,993,No,Good,No Incident
TRF-01844,11,Clear,Residential,48,6.0,83,329,No,Fair,No Incident
TRF-01845,10,Rain,Highway,32,11.4,31,306,No,Good,No Incident
TRF-01846,21,Rain,Urban,67,12.8,98,641,No,Good,No Incident
TRF-01847,23,Clear,Urban,75,13.3,71,516,No,Good,No Incident
TRF-01848,21,Rain,Residential,94,11.4,40,996,No,Fair,Incident
TRF-01849,1,Fog,Urban,60,6.9,65,235,Yes,Good,No Incident
TRF-01850,14,Clear,Urban,69,14.3,33,477,No,Fair,No Incident
TRF-01851,3,Fog,Industrial,54,3.2,47,596,No,Fair,No Incident
TRF-01852,16,Clear,Urban,40,12.6,84,251,No,Fair,No Incident
TRF-01853,5,Clear,Industrial,98,14.1,36,520,Yes,Good,No Incident
TRF-01854,1,Rain,Urban,11,7.4,47,898,No,Fair,No Incident
TRF-01855,15,Fog,Urban,4,6.6,22,96,Yes,Good,No Incident
TRF-01856,8,Rain,Urban,24,11.0,66,535,Yes,Fair,No Incident
TRF-01857,22,Storm,Residential,90,4.4,99,945,No,Good,Incident
TRF-01858,13,Clear,Residential,32,12.8,52,613,No,Good,No Incident
TRF-01859,2,Clear,Highway,11,2.5,41,400,No,Good,No Incident
TRF-01860,10,Rain,Highway,97,2.7,37,838,No,Good,Incident
TRF-01861,20,Clear,Residential,76,7.3,76,287,No,Good,No Incident
TRF-01862,7,Clear,Highway,93,13.5,77,720,No,Good,Incident
TRF-01863,16,Fog,Highway,3,2.0,79,225,No,Good,Incident
TRF-01864,16,Fog,Urban,68,14.9,24,989,No,Poor,Incident
TRF-01865,7,Clear,Residential,82,1.5,39,239,No,Fair,Incident
TRF-01866,5,Clear,Urban,89,13.7,44,183,No,Poor,No Incident
TRF-01867,17,Clear,Urban,91,6.3,92,858,No,Poor,Incident
